Course,DayOfWeek,TimeSlot,AttendanceRate
IoT,Wednesday,12:00,94.19461171482394
DS,Friday,10:00,93.43681810221388
OOP,Thursday,09:00,92.72156872526608
IoT,Tuesday,11:00,93.6105888912632
OOP,Monday,11:00,76.65939130954207
OOP,Monday,10:00,97.66483068456478
OOP,Friday,13:00,74.01850688513358
OOP,Wednesday,11:00,92.3293067169771
OOP,Friday,13:00,72.68041237546932
IoT,Friday,11:00,90.56341541156645
DS,Tuesday,12:00,91.37496398003066
OOP,Monday,13:00,95.86065747191782
IoT,Tuesday,12:00,95.77774654061602
OOP,Thursday,11:00,76.29653030419901
DS,Tuesday,10:00,99.67850371715478
OOP,Monday,10:00,98.35991481708385
IoT,Monday,12:00,81.318216363781
IoT,Friday,12:00,75.33975026912763
DS,Friday,12:00,99.33367174727778
MFA,Wednesday,13:00,92.52319633550655
IoT,Tuesday,13:00,88.03095219090969
DS,Wednesday,12:00,72.01109775360048
IoT,Wednesday,10:00,81.40312042233322
IoT,Wednesday,11:00,89.38811849742723
OOP,Friday,13:00,84.54876400100758
IoT,Thursday,12:00,83.12789507603412
IoT,Tuesday,13:00,88.95255451569827
IoT,Wednesday,13:00,76.1915290407479
MFA,Thursday,10:00,75.88764084950937
DBMS,Thursday,10:00,97.2151927462067
OOP,Wednesday,12:00,93.5015401394451
MFA,Thursday,10:00,85.67708278875271
DBMS,Friday,11:00,93.43763153789266
DS,Tuesday,11:00,94.53637939440951
DS,Thursday,12:00,95.5963055976671
DBMS,Friday,11:00,72.21072917294926
DBMS,Monday,10:00,78.72246214079186
IoT,Tuesday,09:00,82.03451978431706
DS,Monday,10:00,75.11719799962214
IoT,Wednesday,10:00,85.17219454802616
IoT,Monday,11:00,93.8335099517858
DS,Wednesday,11:00,80.48608501885037
OOP,Tuesday,13:00,74.89543068753265
DBMS,Monday,11:00,97.57594669353185
DS,Monday,11:00,72.44098239383257
OOP,Friday,13:00,78.05547445100117
MFA,Wednesday,09:00,80.69804708306901
IoT,Thursday,13:00,80.5797404857202
MFA,Thursday,13:00,78.00371182697364
DS,Friday,10:00,93.34751099342746
DS,Friday,10:00,90.84268046752953
OOP,Monday,09:00,92.91501565264076
IoT,Thursday,10:00,70.42364834505746
DS,Tuesday,12:00,75.11595713542864
MFA,Wednesday,13:00,73.54546877843948
DBMS,Wednesday,11:00,85.16452304100997
IoT,Monday,13:00,75.96700627494258
IoT,Tuesday,13:00,78.6048178838251
DBMS,Tuesday,12:00,97.66524977744852
MFA,Monday,13:00,72.8815539035179
MFA,Tuesday,11:00,87.150689462974
MFA,Wednesday,11:00,79.68962947943672
MFA,Thursday,11:00,72.43603624121431
OOP,Friday,13:00,86.12968666902847
MFA,Friday,13:00,90.26305157675093
DS,Monday,13:00,98.93691115757146
IoT,Monday,13:00,80.80428594751695
DS,Tuesday,10:00,81.82135337169505
DS,Tuesday,12:00,97.06181800590551
MFA,Thursday,09:00,73.6430677186911
IoT,Monday,12:00,71.7979405598181
OOP,Tuesday,09:00,77.02939483584345
OOP,Friday,11:00,93.65096440386374
DS,Wednesday,10:00,76.21080048739167
MFA,Tuesday,09:00,85.05802531022341
OOP,Tuesday,13:00,85.09962517207751
OOP,Tuesday,09:00,74.0479368195852
DS,Tuesday,13:00,82.16165327572456
DBMS,Thursday,13:00,86.73787942603903
OOP,Wednesday,10:00,79.13511409212907
MFA,Thursday,13:00,98.71018247415535
IoT,Thursday,13:00,89.94969687369287
IoT,Friday,10:00,90.33130758392649
MFA,Monday,10:00,79.71713891316293
DBMS,Wednesday,12:00,98.94588332597102
OOP,Friday,09:00,87.18273000992404
MFA,Thursday,12:00,83.0778141622634
DS,Tuesday,10:00,77.29934872077625
DS,Wednesday,11:00,95.59086176350732
IoT,Thursday,10:00,94.77002997813096
OOP,Thursday,10:00,71.38498822195969
DS,Tuesday,09:00,92.33948452328096
IoT,Monday,11:00,98.97834919269539
DBMS,Tuesday,11:00,88.09047180839534
DBMS,Friday,12:00,95.23446039182697
OOP,Monday,10:00,95.15098640618801
MFA,Thursday,12:00,83.01244926135017
IoT,Tuesday,10:00,77.2280630814089
IoT,Monday,13:00,82.40394271730642
IoT,Monday,12:00,92.85766146609075
DBMS,Thursday,13:00,77.1907660298774
DBMS,Friday,09:00,96.09884948696066
DS,Monday,13:00,83.52593737953029
IoT,Wednesday,10:00,95.38787064274239
OOP,Monday,10:00,76.94281606963646
IoT,Monday,13:00,71.24874337053073
DS,Thursday,12:00,76.36610905594297
DS,Thursday,12:00,81.4177120071576
MFA,Tuesday,09:00,84.06543657485118
MFA,Friday,10:00,81.73014551762962
IoT,Monday,12:00,87.21784464306786
IoT,Tuesday,10:00,93.74454341719353
DBMS,Thursday,13:00,70.31012757214978
DS,Wednesday,09:00,71.66001706590123
IoT,Wednesday,12:00,71.79641296656241
MFA,Monday,09:00,80.90664348199499
OOP,Tuesday,10:00,77.73483126673463
MFA,Thursday,09:00,75.48481124001479
OOP,Friday,09:00,95.01643020023
MFA,Monday,13:00,71.26223924518733
MFA,Tuesday,09:00,99.41017832138134
OOP,Thursday,12:00,89.83109827674865
IoT,Thursday,09:00,71.97550111384115
OOP,Friday,12:00,95.89497914234312
IoT,Tuesday,10:00,83.26552514565128
DBMS,Tuesday,12:00,71.4836729941638
OOP,Friday,11:00,76.8304418494332
DS,Wednesday,12:00,83.01933046978908
MFA,Wednesday,09:00,91.28918767746545
DBMS,Monday,13:00,78.26529305099425
DBMS,Monday,11:00,90.50140633888546
DS,Wednesday,10:00,78.86975926071585
DS,Monday,10:00,95.14533518981531
IoT,Monday,10:00,94.83819584318368
DBMS,Tuesday,13:00,75.36503524138568
IoT,Tuesday,09:00,76.55171600437309
DS,Wednesday,11:00,89.12508788451395
DS,Monday,12:00,93.44619288823813
DS,Thursday,12:00,86.4494056677912
OOP,Monday,12:00,71.65832935042378
OOP,Friday,10:00,78.3700118040933
IoT,Thursday,10:00,87.59829873431542
MFA,Monday,09:00,75.89417953020535
IoT,Friday,13:00,93.52556903070092
DBMS,Friday,09:00,78.2853839630561
OOP,Tuesday,12:00,97.74609787547118
MFA,Friday,10:00,98.41168575306868
DBMS,Friday,13:00,77.4400500394702
IoT,Wednesday,10:00,98.110336982494
MFA,Monday,11:00,95.5329351904899
DS,Tuesday,11:00,96.99440192605853
OOP,Wednesday,10:00,82.27550658601639
DBMS,Tuesday,13:00,88.4515066930621
OOP,Thursday,12:00,79.3291557619908
OOP,Wednesday,13:00,93.20633335177536
MFA,Tuesday,11:00,89.84012764129203
IoT,Wednesday,10:00,70.70861692882244
IoT,Tuesday,11:00,99.57599206195803
OOP,Thursday,09:00,97.2675567341274
DBMS,Wednesday,13:00,85.8029830029415
MFA,Monday,13:00,71.28394417327759
IoT,Thursday,12:00,81.12192562458976
MFA,Thursday,12:00,85.985007286213
DBMS,Wednesday,12:00,75.79223977602064
DBMS,Friday,10:00,76.33444895343636
MFA,Tuesday,13:00,86.53653506114311
MFA,Wednesday,11:00,94.1832950907015
IoT,Monday,13:00,87.15335027776295
DBMS,Monday,11:00,94.86163287057309
MFA,Thursday,11:00,78.85039137371685
DS,Wednesday,09:00,70.04430869502737
DBMS,Wednesday,09:00,80.18184288434495
DS,Wednesday,12:00,85.85431862105897
MFA,Monday,11:00,98.67918889692908
OOP,Thursday,09:00,87.13697165672478
MFA,Tuesday,13:00,86.98214926201979
DS,Wednesday,09:00,95.62913949431093
OOP,Thursday,11:00,78.72028696515022
MFA,Thursday,11:00,78.57489284275036
DS,Friday,12:00,81.46813207501104
DBMS,Thursday,13:00,74.58301739070608
OOP,Friday,13:00,83.24656785949753
MFA,Monday,12:00,72.71171968327808
MFA,Friday,11:00,85.72717787867317
OOP,Friday,10:00,78.59250417802915
DBMS,Wednesday,11:00,96.06694713332726
OOP,Wednesday,12:00,70.3011590666403
IoT,Thursday,12:00,80.16185338645197
MFA,Tuesday,11:00,83.47147572795545
IoT,Tuesday,13:00,90.13339430899947
OOP,Friday,10:00,93.96624390417784
DS,Wednesday,13:00,82.57533987710353
OOP,Friday,11:00,84.94213220935359
DBMS,Tuesday,10:00,70.94288421606679
MFA,Friday,12:00,74.08287263562278
OOP,Friday,13:00,95.50228219513168
MFA,Wednesday,09:00,87.8178886322637
DBMS,Monday,09:00,75.17299265852121
OOP,Wednesday,12:00,99.79197647543594
DBMS,Tuesday,13:00,81.04696002317402
DS,Thursday,10:00,94.17874921025194
DS,Monday,11:00,81.01323611910209
OOP,Wednesday,12:00,84.08358373657363
MFA,Monday,12:00,78.64578640105982
IoT,Wednesday,09:00,89.6409654839353
MFA,Tuesday,11:00,72.40884893786628
DS,Wednesday,10:00,77.46768934099413
DBMS,Wednesday,10:00,94.16032793582731
MFA,Tuesday,13:00,85.48586575985298
DBMS,Wednesday,11:00,87.26468090075196
OOP,Tuesday,13:00,84.16099130978134
OOP,Thursday,11:00,81.26650418099786
MFA,Friday,10:00,80.9179134207725
MFA,Friday,09:00,78.8661803644475
MFA,Wednesday,13:00,84.55543075662038
MFA,Friday,13:00,80.74421693724221
DS,Friday,12:00,92.7523040902741
DBMS,Monday,11:00,90.25002194104758
DS,Friday,12:00,85.73868240258349
DS,Thursday,12:00,84.00296621238728
IoT,Monday,13:00,79.75762729662846
IoT,Friday,13:00,93.30295678289468
MFA,Tuesday,09:00,87.87005547476441
OOP,Thursday,10:00,97.54826786410918
IoT,Tuesday,09:00,98.50674639835229
IoT,Thursday,12:00,80.92283754749904
OOP,Monday,11:00,74.7380757431246
DBMS,Wednesday,10:00,71.02116220277802
MFA,Wednesday,13:00,70.62695373360597
OOP,Tuesday,12:00,73.12519487498935
IoT,Tuesday,09:00,78.6576195127732
DBMS,Thursday,09:00,74.52820335653688
DBMS,Thursday,12:00,95.52638599417406
MFA,Thursday,10:00,78.60489751855819
MFA,Monday,09:00,93.65250813764449
IoT,Monday,12:00,72.6018609948943
DBMS,Tuesday,13:00,84.5963094645584
DBMS,Monday,10:00,71.89098706360191
MFA,Monday,11:00,95.30212450128124
OOP,Thursday,13:00,78.8730048604472
OOP,Thursday,11:00,79.83748774093064
DBMS,Thursday,12:00,85.2972830823372
IoT,Thursday,11:00,90.80703933145618
MFA,Thursday,10:00,80.7335373256911
IoT,Thursday,10:00,92.39731640560672
MFA,Thursday,10:00,99.04213310284965
IoT,Friday,13:00,83.47102795863098
OOP,Wednesday,11:00,70.83134829646504
IoT,Wednesday,11:00,96.99981154532166
MFA,Friday,13:00,91.13463255503362
MFA,Friday,10:00,99.28839171306038
DBMS,Wednesday,10:00,94.81489773348787
OOP,Tuesday,13:00,78.15223084332649
DBMS,Friday,13:00,87.4593841638966
DS,Friday,09:00,94.45047724937058
MFA,Thursday,11:00,87.10803671196089
DS,Tuesday,13:00,75.5344178539747
DS,Thursday,12:00,78.73973942325631
DS,Friday,12:00,88.61555611021305
DS,Monday,11:00,74.68266628249572
DBMS,Friday,10:00,86.18029979215831
IoT,Thursday,13:00,99.62906796468175
MFA,Monday,09:00,88.69180573110103
DS,Monday,10:00,87.98748111737206
DBMS,Monday,09:00,97.71190521165121
DS,Tuesday,09:00,88.72956370222796
IoT,Thursday,12:00,82.81419813354641
DBMS,Friday,10:00,82.64566903079921
MFA,Wednesday,09:00,89.74892264495273
DS,Friday,10:00,93.11752119476016
DBMS,Wednesday,13:00,73.34474251966512
DBMS,Friday,11:00,81.80091209890573
DBMS,Monday,09:00,79.70907337211796
DS,Thursday,12:00,81.25407922040068
MFA,Monday,09:00,88.58450861638063
OOP,Friday,09:00,99.13089279427467
OOP,Friday,11:00,79.34249469113693
OOP,Thursday,09:00,98.6218558094517
MFA,Tuesday,09:00,95.98458552580827
IoT,Monday,13:00,85.76308154069848
DBMS,Monday,10:00,96.08742769149019
OOP,Thursday,11:00,84.64754420111255
DS,Monday,10:00,98.55364154263695
DS,Tuesday,13:00,73.29057526205474
DBMS,Tuesday,09:00,80.53507528402103
DBMS,Tuesday,11:00,83.91921123617257
MFA,Tuesday,13:00,88.48611262080196
DBMS,Wednesday,13:00,94.59529961499233
IoT,Tuesday,10:00,91.78502093984433
DS,Tuesday,09:00,99.15714556132002
IoT,Monday,10:00,82.59811047723174
DS,Wednesday,11:00,79.65312663153684
OOP,Tuesday,13:00,81.96540493641763
MFA,Thursday,09:00,96.08402158880297
DS,Wednesday,11:00,89.23047080003238
DS,Wednesday,11:00,74.3824331468004
MFA,Tuesday,10:00,81.18175705014517
DS,Friday,10:00,89.47513631503159
DBMS,Monday,12:00,79.51703730587303
MFA,Monday,11:00,75.83092074584857
IoT,Friday,12:00,74.11708369104326
DBMS,Thursday,13:00,88.38427686514589
DBMS,Monday,11:00,93.2581552766074
MFA,Monday,10:00,86.47602775635185
DBMS,Thursday,13:00,89.35771668877145
OOP,Thursday,09:00,94.10286122066236
IoT,Thursday,10:00,78.13314487377937
MFA,Tuesday,13:00,86.21178750320247
MFA,Monday,10:00,81.25975308440972
DBMS,Tuesday,09:00,85.4528226552885
DBMS,Wednesday,11:00,91.70870423669119
DBMS,Tuesday,13:00,76.98819291627416
DS,Friday,09:00,72.59932587999309
DS,Wednesday,12:00,72.35099458389162
IoT,Monday,10:00,72.1018300690914
IoT,Wednesday,09:00,83.04084085366776
DS,Thursday,11:00,71.4073184668594
DBMS,Friday,11:00,88.18841188851601
DBMS,Tuesday,12:00,97.1614175028519
DBMS,Friday,11:00,96.7319481665619
DBMS,Thursday,11:00,79.24751690486445
DBMS,Thursday,11:00,81.50748230092209
MFA,Monday,11:00,97.63610720661823
OOP,Wednesday,11:00,90.20057623850434
DS,Tuesday,11:00,82.93583092501562
OOP,Monday,13:00,87.00232551955804
IoT,Monday,12:00,96.49481253683922
MFA,Wednesday,10:00,73.2226100833486
DBMS,Wednesday,13:00,89.20800846551712
OOP,Thursday,13:00,74.04710859953366
OOP,Tuesday,11:00,73.48627897634361
OOP,Tuesday,11:00,70.61132530373017
MFA,Wednesday,11:00,79.72790923900543
OOP,Thursday,11:00,87.98586942489878
DBMS,Tuesday,10:00,92.82159895386884
IoT,Friday,12:00,73.37220846799454
MFA,Friday,11:00,91.06594610023576
DS,Thursday,13:00,94.01212314818045
DS,Wednesday,13:00,75.32316571984113
OOP,Thursday,11:00,71.09019021065642
IoT,Friday,10:00,72.43748419413997
OOP,Wednesday,13:00,91.24689292868591
OOP,Wednesday,10:00,70.7821472365044
MFA,Friday,12:00,98.21651404137987
IoT,Monday,13:00,93.50897845677747
MFA,Tuesday,12:00,97.30945967119278
DS,Thursday,09:00,89.30368326254779
OOP,Monday,11:00,76.35033201119927
IoT,Friday,12:00,97.2294185133353
DBMS,Monday,09:00,76.54665763867813
MFA,Tuesday,13:00,84.9079713562177
DS,Wednesday,12:00,72.35786161272244
DS,Thursday,11:00,86.11206145169061
IoT,Thursday,12:00,78.92616464483613
DBMS,Thursday,10:00,97.08084624311942
DBMS,Monday,13:00,98.09956788526553
DS,Wednesday,10:00,91.86249505384029
DS,Wednesday,10:00,84.32948374584542
IoT,Wednesday,13:00,98.22547747559142
DBMS,Friday,11:00,90.29355321843697
OOP,Wednesday,09:00,90.27735844643988
MFA,Tuesday,09:00,79.96165396441941
DBMS,Monday,13:00,94.09895815649344
IoT,Friday,11:00,90.61953968078787
DS,Tuesday,09:00,90.7219187585992
IoT,Thursday,13:00,71.778710931357
MFA,Wednesday,11:00,80.08978006326075
DS,Monday,13:00,90.97438671647392
OOP,Friday,11:00,76.63457046396103
DS,Thursday,10:00,82.5128501413738
OOP,Monday,10:00,93.02128028164455
DS,Tuesday,10:00,76.65084005280275
IoT,Tuesday,09:00,90.79228939143269
DBMS,Tuesday,10:00,74.37079773464018
IoT,Tuesday,11:00,97.72823245687017
DBMS,Monday,12:00,84.40818892738108
DS,Tuesday,13:00,91.88111338281976
MFA,Thursday,11:00,84.95834253217
DBMS,Wednesday,12:00,73.60024542918654
MFA,Tuesday,13:00,86.9926220997581
DS,Tuesday,12:00,72.45201536626143
DBMS,Thursday,12:00,85.39300202885244
DS,Monday,09:00,93.02826020896597
DBMS,Wednesday,13:00,74.94183314991328
DBMS,Friday,10:00,85.50110077077525
OOP,Thursday,13:00,72.95425442810622
MFA,Thursday,11:00,71.50627073295794
DBMS,Tuesday,12:00,95.72184943613391
OOP,Thursday,13:00,87.45865606226971
MFA,Wednesday,11:00,96.13935439628837
DBMS,Wednesday,10:00,70.96643396454449
OOP,Wednesday,11:00,83.32108404922853
MFA,Wednesday,13:00,92.49353734235996
MFA,Tuesday,10:00,92.03396510520264
DBMS,Wednesday,13:00,97.99398278108978
DBMS,Tuesday,10:00,79.24254534444782
IoT,Monday,10:00,78.2044431627779
MFA,Wednesday,11:00,98.92995132347664
DS,Thursday,10:00,93.28778578181576
DBMS,Wednesday,10:00,99.32594712408462
DS,Monday,11:00,89.30143397840301
OOP,Thursday,13:00,82.55773808302821
DS,Tuesday,11:00,94.42938935146324
DS,Tuesday,10:00,86.32624493226935
DS,Friday,10:00,91.56288387811911
IoT,Wednesday,10:00,96.20714867546626
DBMS,Monday,10:00,92.2259772265094
MFA,Thursday,11:00,77.87628723002629
DBMS,Tuesday,12:00,95.84037443077045
OOP,Monday,09:00,92.89643795399768
DS,Wednesday,13:00,70.86869628248857
MFA,Thursday,12:00,95.95481783788622
IoT,Monday,11:00,91.50582116617485
IoT,Wednesday,11:00,89.34171900728116
OOP,Thursday,13:00,85.46592213890641
DS,Wednesday,11:00,91.26063668016083
IoT,Friday,12:00,79.08878978204022
DBMS,Tuesday,10:00,79.02390196264707
MFA,Monday,11:00,71.71684213712659
OOP,Tuesday,12:00,95.29228625994295
DS,Friday,09:00,80.53575825231619
MFA,Wednesday,10:00,99.42872192426887
OOP,Thursday,09:00,91.67968969425088
DBMS,Friday,10:00,98.6126584592898
DS,Tuesday,09:00,77.38231679209328
IoT,Thursday,09:00,80.55856003385134
DS,Tuesday,11:00,98.06797631446285
IoT,Thursday,09:00,89.3520286107469
OOP,Wednesday,13:00,89.36868937337043
DS,Friday,09:00,78.13872853806254
DS,Tuesday,13:00,78.91473930287943
OOP,Tuesday,13:00,75.7041528994226
DS,Monday,13:00,71.70063844002289
DBMS,Thursday,09:00,92.00161490677223
DBMS,Thursday,12:00,79.09847554762042
IoT,Friday,11:00,94.90051296405167
OOP,Friday,12:00,90.93723330458963
MFA,Thursday,11:00,82.60272267294039
OOP,Wednesday,13:00,95.04779461933867
OOP,Monday,13:00,98.51677224129266
DS,Friday,13:00,86.9084665899132
IoT,Thursday,13:00,82.86725611399307
IoT,Friday,10:00,84.65369506614257
DS,Tuesday,10:00,93.07043333826229
OOP,Friday,10:00,96.92297334859879
MFA,Wednesday,10:00,87.39044261356975
IoT,Thursday,10:00,95.59496627476443
MFA,Monday,09:00,99.27404807099919
DS,Monday,09:00,88.19772463720946
MFA,Friday,13:00,72.15978994314169
MFA,Monday,10:00,96.09731768207128
DBMS,Wednesday,12:00,92.59676658095127
DBMS,Tuesday,10:00,88.81549655458845
IoT,Thursday,13:00,92.74121959515107
MFA,Wednesday,13:00,70.56135927132769
MFA,Monday,12:00,96.6429072134612
DS,Tuesday,12:00,77.38532234863851
DBMS,Monday,10:00,78.83793251565277
IoT,Monday,12:00,90.70448663493222
MFA,Tuesday,09:00,91.32506394555627
MFA,Wednesday,13:00,84.68174527082587
OOP,Friday,11:00,73.15445347185396
MFA,Thursday,13:00,89.26012086311071
IoT,Monday,12:00,74.22953611471993
DBMS,Tuesday,09:00,82.56352516369613
IoT,Friday,11:00,89.04305757748918
IoT,Monday,10:00,70.47476172058629
DS,Wednesday,11:00,86.70793974390506
MFA,Monday,10:00,72.34837464265111
OOP,Friday,09:00,77.26348636936338
IoT,Tuesday,09:00,83.86510848491517
IoT,Monday,13:00,94.4516008399213
DS,Tuesday,09:00,91.34224898229071
IoT,Tuesday,09:00,93.9827624892235
OOP,Thursday,10:00,91.16510295052238
DBMS,Tuesday,13:00,95.76891905249357
MFA,Tuesday,13:00,88.10956569525634
OOP,Thursday,09:00,73.85628750644955
OOP,Tuesday,11:00,79.51892249153583
DS,Friday,11:00,99.06131644571434
DBMS,Wednesday,11:00,76.34914358687332
MFA,Tuesday,09:00,91.28160041823276
IoT,Wednesday,10:00,87.48862501952237
DBMS,Thursday,10:00,91.44824412913093
OOP,Thursday,12:00,82.97718682739946
IoT,Monday,13:00,71.42206043673465
DS,Thursday,12:00,86.47223219451546
DS,Tuesday,12:00,87.03314574726372
OOP,Monday,11:00,77.82268726443075
DS,Friday,12:00,74.1755883984895
IoT,Friday,09:00,86.79510111450591
MFA,Wednesday,09:00,85.3711665855529
IoT,Tuesday,13:00,99.90304903667548
DBMS,Monday,11:00,76.74207718147508
DBMS,Thursday,11:00,90.89604885312332
IoT,Thursday,10:00,71.31358790245139
MFA,Friday,09:00,76.04581100380616
IoT,Friday,09:00,94.64497459059852
DBMS,Tuesday,11:00,93.53878761281534
DBMS,Tuesday,10:00,79.69433062663597
MFA,Friday,11:00,88.16447282650594
DS,Tuesday,13:00,75.96471527019011
DS,Friday,09:00,73.62200934064437
OOP,Friday,10:00,89.236039610609
DS,Wednesday,09:00,73.14114492785055
MFA,Friday,09:00,92.15344949462771
IoT,Tuesday,09:00,81.16266220436972
DS,Wednesday,12:00,76.92541733008973
IoT,Thursday,13:00,97.6955696074374
OOP,Monday,09:00,83.2605029444892
DS,Tuesday,13:00,90.12624677554008
MFA,Thursday,12:00,75.99166278089372
OOP,Wednesday,12:00,76.8615411811419
MFA,Friday,13:00,70.14608709399126
OOP,Friday,09:00,72.61821112430559
MFA,Friday,11:00,81.97269718655805
MFA,Wednesday,12:00,76.86460834391853
IoT,Tuesday,10:00,84.65329517716313
OOP,Thursday,11:00,86.80816781018933
DBMS,Thursday,09:00,81.65534330585709
MFA,Tuesday,09:00,92.20742776295992
IoT,Thursday,11:00,71.9491442110831
IoT,Monday,11:00,70.7699795988245
DS,Tuesday,10:00,85.30627694572743
MFA,Friday,12:00,91.99415998002212
MFA,Monday,13:00,86.48608857309291
IoT,Thursday,13:00,85.49336345583977
OOP,Thursday,13:00,82.50592100926735
MFA,Friday,13:00,83.99605815625725
IoT,Monday,13:00,80.74247594796162
MFA,Friday,10:00,91.1686319112977
DBMS,Monday,11:00,82.47536342647952
OOP,Friday,13:00,72.0969533664365
OOP,Thursday,13:00,87.96649619537733
DBMS,Thursday,13:00,76.69232721184893
MFA,Wednesday,12:00,96.12702054602956
MFA,Monday,11:00,74.66745527635281
MFA,Friday,11:00,87.15698107151081
IoT,Wednesday,09:00,94.18470665259157
IoT,Friday,13:00,70.59775060082715
DBMS,Wednesday,09:00,79.07796106623938
DS,Monday,13:00,72.71648288444479
DBMS,Friday,12:00,73.6403721239235
DBMS,Tuesday,13:00,97.90833003093039
DBMS,Thursday,12:00,93.95586830730309
MFA,Tuesday,09:00,96.0836531649702
MFA,Thursday,12:00,92.10775792940716
DS,Thursday,12:00,74.86862475817031
MFA,Friday,10:00,97.14989904111589
IoT,Monday,09:00,87.99106565111974
IoT,Friday,09:00,85.13400344773834
DBMS,Tuesday,13:00,82.43854001108814
OOP,Friday,10:00,74.9573815908683
MFA,Monday,11:00,70.36838097840622
DS,Monday,10:00,85.0895695797501
MFA,Wednesday,10:00,82.63983119020946
DBMS,Wednesday,12:00,79.01495728192461
DBMS,Thursday,09:00,70.3587715572127
DS,Wednesday,12:00,85.6012141927576
MFA,Wednesday,13:00,83.85852259875502
DBMS,Friday,09:00,72.86189811925001
DBMS,Thursday,10:00,78.48146213681277
DS,Monday,10:00,93.86016510849274
DS,Tuesday,11:00,83.05282899732121
IoT,Monday,09:00,96.0734367354784
DBMS,Wednesday,11:00,75.50359266517825
DBMS,Thursday,11:00,89.74172782522442
DBMS,Tuesday,11:00,85.4118592694834
IoT,Tuesday,12:00,90.67654859265474
IoT,Thursday,13:00,98.26520128619798
OOP,Thursday,12:00,89.39743272973035
OOP,Friday,12:00,72.044057052576
DS,Tuesday,10:00,91.79023055621698
DBMS,Friday,09:00,77.01217764788477
DBMS,Monday,10:00,90.46838944248681
IoT,Monday,10:00,83.7142980766997
IoT,Thursday,13:00,95.27457328450609
OOP,Thursday,13:00,83.44746046969529
DBMS,Tuesday,12:00,98.33083717865117
DBMS,Tuesday,09:00,98.91778525755741
MFA,Wednesday,09:00,81.64640527207985
MFA,Friday,12:00,88.01549916453526
DBMS,Tuesday,12:00,92.33182071038459
OOP,Thursday,11:00,70.74519380744029
MFA,Thursday,11:00,74.38749981587236
OOP,Wednesday,10:00,96.52823832884296
MFA,Tuesday,10:00,95.37133478388202
DS,Friday,10:00,93.3807571206366
OOP,Friday,13:00,85.6445233061953
OOP,Friday,10:00,84.68214543580126
OOP,Monday,13:00,72.60964307139177
MFA,Friday,09:00,77.46131384007258
DBMS,Monday,10:00,71.46688933865028
DBMS,Wednesday,12:00,92.03944517940397
DBMS,Thursday,11:00,70.57036279305082
DS,Tuesday,11:00,96.38580837780266
DS,Wednesday,11:00,99.92342408834848
OOP,Monday,12:00,87.50595524732191
MFA,Monday,10:00,92.9083988408099
OOP,Wednesday,09:00,87.27269462992467
MFA,Friday,11:00,88.19627372753669
OOP,Tuesday,11:00,99.55463340690497
DBMS,Tuesday,11:00,98.75554512111017
MFA,Monday,11:00,97.65220277559433
IoT,Thursday,13:00,72.64945071080868
DBMS,Tuesday,13:00,94.08283417403953
DS,Thursday,09:00,76.37275224847917
IoT,Friday,12:00,75.97588434436888
MFA,Tuesday,09:00,88.46478717163234
OOP,Wednesday,10:00,81.99150248531514
DBMS,Monday,11:00,85.78621467612099
OOP,Tuesday,12:00,90.47660547822525
DS,Wednesday,13:00,84.7083705968525
IoT,Thursday,11:00,71.41413633294735
MFA,Tuesday,11:00,71.87298215631476
DS,Wednesday,13:00,97.17587088492046
DBMS,Thursday,13:00,96.98390571846181
DS,Thursday,11:00,99.2531619436205
OOP,Tuesday,11:00,73.38956572876981
MFA,Thursday,12:00,80.98613425853063
MFA,Thursday,10:00,73.35978796713151
MFA,Friday,13:00,82.01526771971949
IoT,Tuesday,12:00,73.55159872405537
OOP,Wednesday,11:00,77.35807976960406
DS,Friday,13:00,76.56623025786965
DS,Wednesday,10:00,78.12572076178093
OOP,Thursday,10:00,92.49919854336763
DS,Thursday,09:00,83.0173212083293
DS,Monday,12:00,83.35601149791255
DBMS,Thursday,13:00,75.06995911116427
OOP,Thursday,10:00,86.38388392125461
DBMS,Wednesday,13:00,92.06333069116498
MFA,Tuesday,13:00,88.34584276372954
DBMS,Thursday,09:00,76.30144496247065
OOP,Friday,11:00,75.4558836533687
IoT,Friday,13:00,93.22469780395375
IoT,Thursday,10:00,92.70269956074078
DS,Wednesday,11:00,75.45563083260035
DBMS,Tuesday,09:00,80.4240977160536
DBMS,Wednesday,10:00,96.57702182924822
DS,Friday,09:00,91.80357045598555
DBMS,Thursday,11:00,81.05005733605428
OOP,Friday,09:00,81.74719288515193
IoT,Friday,09:00,85.52176239517362
OOP,Monday,10:00,84.1121126395043
DS,Tuesday,11:00,95.47311114495629
DBMS,Monday,12:00,95.43175136408709
DS,Thursday,10:00,76.76647488128903
OOP,Monday,11:00,74.7478478642635
IoT,Friday,10:00,98.50414514644416
IoT,Tuesday,09:00,87.80524322078068
MFA,Tuesday,11:00,91.40652855317498
OOP,Tuesday,12:00,96.79467943480859
MFA,Friday,12:00,91.5945966123927
DBMS,Friday,11:00,82.62227836758977
DBMS,Tuesday,10:00,77.97736494596381
DS,Friday,09:00,84.11264839265961
DBMS,Friday,12:00,95.26762457774035
DBMS,Tuesday,11:00,80.06341441129479
DBMS,Wednesday,11:00,75.38463962572808
IoT,Monday,11:00,76.53308318773692
MFA,Wednesday,09:00,77.51945199017177
IoT,Tuesday,10:00,89.90308917441885
MFA,Tuesday,12:00,99.28552663883663
